,location
11795,Sarjapur  Road
11796,Sarjapur  Road
11797,Green Glen Layout
11798,Electronics City Phase 1
11799,Whitefield
11800,Kothnoor Dinne
11801,Kundalahalli
11802,Electronic City Phase II
11803,Chikka Banaswadi
11804,Amruthahalli
11805,Hennur Road
11806,Banagirinagar
11807,Arekere
11808,Yelahanka
11809,1st Block Koramangala
11810,Akshaya Nagar
11811,Suraksha Nagar
11812,Medaralli
11813,6th block Koramangala
11814,5th Phase JP Nagar
11815,Basaveshwara Nagar
11816,Yelahanka
11817,Marathahalli
11818,Hegde Nagar
11819,Rachenahalli
11820,8th Phase JP Nagar
11821,Haralur Road
11822,Anandapura
11823,Poorna Pragna Layout
11824,Electronic City
11825,Hormavu
11826,Ejipura
11827,Magadi Road
11828,Gubbalala
11829,KR Puram
11830,Raja Rajeshwari Nagar
11831,Banashankari
11832,Electronic City Phase II
11833,Varthur
11834,Kasavanhalli
11835,Sarjapur
11836,Amruthahalli
11837,Varthur
11838,Ullal Uppanagar
11839,Sarjapur  Road
11840,Doddanakundi Industrial Area 2
11841,Sri Sai Layout
11842,Versova Layout
11843,Kundalahalli
11844,Thanisandra
11845,Malleshpalya
11846,Bannerghatta Road
11847,JP Nagar
11848,Chikkajala
11849,Bommasandra Industrial Area
11850,Tindlu
11851,Maruthi Sevanagar
11852,Hennur Road
11853,Billekahalli
11854,BSM Extension
11855,Jigani
11856,Kalyan nagar
11857,Udayagiri
11858,AECS Layout
11859,Hosa Road
11860,Kundalahalli
11861,Madiwala
11862,Sarjapur  Road
11863,Madiwala
11864,Jakkur
11865,Shankarapuram
11866,7th Phase JP Nagar
11867,TC Palaya
11868,Kothanur
11869,Kadubeesanahalli
11870,Ambedkar Nagar
11871,Yelahanka
11872,Kumaraswami Layout
11873,Chandapura
11874,Doddakannelli
11875,Whitefield
11876,Sarjapur  Road
11877,Sarjapur  Road
11878,Kodichikkanahalli
11879,Begur
11880,Kanakpura Road
11881,Bannerghatta
11882,OMBR Layout
11883,Kalena Agrahara
11884,HSR Layout
11885,Banjara Layout
11886,Hebbal
11887,Chamundi Nagar
11888,Wilson Garden
11889,TC Palaya
11890,Thanisandra
11891,Lingadheeranahalli
11892,Hennur Road
11893,Panathur
11894,Sarjapur
11895,HOSUR MAIN ROAD
11896,Hebbal
11897,Nagashetty Halli
11898,Yeshwanthpur
11899,Devanahalli
11900,Kengeri
11901,Shampura
11902,Mysore Road
11903,Domlur
11904,Venkatapura
11905,Electronic City Phase II
11906,RMV
11907,Bhoopsandra
11908,5th Block Hbr Layout
11909,Kanakpura Road
11910,Kadugodi
11911,Hulimavu
11912,Kengeri
11913,Begur Road
11914,Sarjapur  Road
11915,Postal Colony
11916,Electronic City
11917,Begur
11918,Kanakpura Road
11919,Malleshwaram
11920,Varthur
11921,ITPL
11922,Sarjapur  Road
11923,pavitra paradise
11924,Hegde Nagar
11925,Shampura
11926,Vidyaranyapura
11927,Kanakpura Road
11928,Marathahalli
11929,Hulimavu
11930,KR Puram
11931,Jakkur Plantation
11932,Anekal
11933,Doddakallasandra
11934,Anekal
11935,Margondanahalli
11936,Yelahanka
11937,Subramanyapura
11938,Reliaable Tranquil Layout
11939,kadubisnahalli
11940,Kithaganur
11941,Poorna Pragna Layout
11942,NGR Layout
11943,Hegde Nagar
11944,Channasandra
11945,Attibele
11946,Bannerghatta Road
11947,Kanakpura Road
11948,Marathahalli
11949,Amblipura
11950,Lavelle Road
11951,Vijayanagar
11952,Sanjay nagar
11953,Electronic City Phase II
11954,Indira Nagar
11955,KR Puram
11956,Thanisandra
11957,Mysore Road
11958,Kengeri
11959,Electronic City
11960,RMV 2nd Stage
11961,Kanakapura
11962,Raja Rajeshwari Nagar
11963,Whitefield
11964,Varanasi
11965,Nagarbhavi
11966,Doddaballapur
11967,Munnekollal
11968,JP Nagar
11969,Thanisandra
11970,EPIP Zone
11971,Kenchenahalli
11972,Yelahanka
11973,Mahalakshmi Layout
11974,Hebbal
11975,Marathahalli
11976,Marathahalli
11977,Tumkur Road
11978,BEML Layout
11979,Geddalahalli
11980,Bisuvanahalli
11981,Kumaraswami Layout
11982,Electronic City
11983,Ashwathnagar
11984,Sarjapur  Road
11985,Rahmath Nagar
11986,Bommasandra
11987,Murugeshpalya
11988,Whitefield
11989,Kanakpura Road
11990,Chikkadunnasandra
11991,Nagappa Reddy Layout
11992,Electronic City
11993,Whitefield
11994,Garudachar Palya
11995,Tindlu
11996,Kumbena Agrahara
11997,Ramamurthy Nagar
11998,Kumaraswami Layout
11999,Yelahanka
12000,Hennur Road
12001,Kudlu
12002,Hormavu
12003,Chikkanahalli
12004,Singasandra
12005,1st Block Koramangala
12006,Jayanagar
12007,Electronic City
12008,Thanisandra
12009,Varthur
12010,Banashankari Stage III
12011,9th Phase JP Nagar
12012,Akshaya Nagar
12013,Gollarapalya Hosahalli
12014,Yelahanka
12015,Kereguddadahalli
12016,Canara Bank Colony
12017,Dodda Banaswadi
12018,Jalahalli East
12019,Banashankari
12020,Ulsoor
12021,Halanayakanahalli
12022,Bellandur
12023,Subramanyapura
12024,Harlur
12025,Manayata Tech Park
12026,Manjunath Nagar
12027,Thanisandra
12028,Maithri Layout
12029,Kasavanhalli
12030,Ramagondanahalli
12031,Park View Layout
12032,Xavier Layout
12033,Hennur Road
12034,Dasanapura
12035,Ferrar Nagar
12036,Sarjapur  Road
12037,Electronic City
12038,Surabhi Layout
12039,Hennur
12040,Yelahanka
12041,Whitefield
12042,Horamavu Banaswadi
12043,Hennur Road
12044,5th Phase JP Nagar
12045,Sarjapur  Road
12046,Battarahalli
12047,Air View Colony
12048,Electronic City Phase II
12049,1st Phase JP Nagar
12050,Arishinakunte
12051,Yelahanka
12052,7th Phase JP Nagar
12053,Harlur
12054,Electronic City Phase II
12055,Rajaji Nagar
12056,Electronic City
12057,Nagavarapalya
12058,Hoodi
12059,Ambedkar Nagar
12060,Manjunath Nagar
12061,Kanakpura Road
12062,Electronic City Phase II
12063,Ayappa Nagar
12064,Uttarahalli
12065,KR Puram
12066,BEML Layout
12067,Kadugondanahalli
12068,Thanisandra
12069,Kadugodi
12070,9th Block Jayanagar
12071,Hennur Road
12072,Hebbal Kempapura
12073,Malleshwaram
12074,Thanisandra
12075,4th Phase JP Nagar
12076,Kadugondanahalli
12077,Kumaraswami Layout
12078,akshaya nagar t c palya
12079,Bannerghatta Road
12080,Kothannur
12081,Thanisandra
12082,Sahakara Nagar
12083,Electronic City
12084,HSR Layout
12085,Budigere
12086,Kasavanhalli
12087,Cunningham Road
12088,Laxmi Sagar Layout
12089,Shivaji Nagar
12090,Thanisandra
12091,Electronic City
12092,Talaghattapura
12093,Thanisandra
12094,Volagerekallahalli
12095,KR Garden
12096,Seegehalli
12097,Thanisandra
12098,Whitefield
12099,Parappana Agrahara
12100,NRI Layout
12101,Uttarahalli
12102,Sarjapur  Road
12103,Thanisandra
12104,Thanisandra
12105,Hoodi
12106,Hoskote
12107,Balagere
12108,Uttarahalli
12109,Kanaka Nagar
12110,Parappana Agrahara
12111,mvj engineering college
12112,2nd Phase Judicial Layout
12113,Bommasandra Industrial Area
12114,Iblur Village
12115,Kanakpura Road
12116,Bommasandra Industrial Area
12117,Thubarahalli
12118,R.T. Nagar
12119,Panathur
12120,TC Palaya
12121,Rayasandra
12122,Whitefield
12123,Kodigehaali
12124,Hennur Road
12125,Bellandur
12126,2nd Block Bel Layout
12127,Kaggalipura
12128,Ambalipura
12129,Kanakpura Road
12130,Shree Ananth Nagar Layout
12131,Cooke Town
12132,Hosa Road
12133,Yeshwanthpur
12134,Bellandur
12135,RR Layout
12136,4th Block Koramangala
12137,Haralur Road
12138,Haralur Road
12139,Electronic City Phase II
12140,BTM Layout
12141,Parappana Agrahara
12142,Old Madras Road
12143,Whitefield
12144,Shikaripalya
12145,Chikkabanavar
12146,Kanakpura Road
12147,Panathur
12148,Electronics City Phase 1
12149,Mallasandra
12150,Lingadheeranahalli
12151,Domlur
12152,Raja Rajashweri Nagar
12153,Kothanur
12154,Balagere
12155,Thyagaraja Nagar
12156,VHBCS Layout
12157,Jinkethimmanahalli
12158,basaveshwarnagar
12159,Gopalapura
12160,Sarjapur  Road
12161,Kanakapura
12162,Sarjapur  Road
12163,Yelahanka
12164,Malleshwaram
12165,Hoodi
12166,Thyagaraja Nagar
12167,Sarjapur
12168,Raja Rajeshwari Nagar
12169,Kanakpura Road
12170,Gopalapura
12171,Kanaka Nagar
12172,Kudlu
12173,Thanisandra
12174,Sarjapur  Road
12175,CV Raman Nagar
12176,Electronic City Phase II
12177,Banashankari Stage III
12178,Sarjapur  Road
12179,Raja Rajeshwari Nagar
12180,Malleshwaram
12181,HRBR Layout
12182,Kothanur
12183,Ramagondanahalli
12184,Hennur
12185,Marathahalli
12186,7th Phase JP Nagar
12187,Banaswadi
12188,Thanisandra
12189,Dasanapura
12190,Kudlu
12191,"Banashankari 3rd stage, Vivekanandanagar"
12192,Thigalarapalya
12193,Sarjapur  Road
12194,5th Phase JP Nagar
12195,Thyagaraja Nagar
12196,Annaiah Reddy Layout
12197,Dasarahalli
12198,Nagarbhavi
12199,Kalena Agrahara
12200,Whitefield
12201,Balagere
12202,Gopalapura
12203,Atmananda Colony
12204,Kaggadasapura
12205,Harlur
12206,Chandapura
12207,BTM 2nd Stage
12208,Channasandra Layout
12209,4th Block Jayanagar
12210,Hebbal Kempapura
12211,Sarjapur  Road
12212,Green Glen Layout
12213,Bannerghatta Road
12214,Ramagondanahalli
12215,Banaswadi
12216,Uttarahalli
12217,Whitefield
12218,Yelahanka
12219,Poorna Pragna Layout
12220,R.T. Nagar
12221,Varthur
12222,Jakkur
12223,Kodichikkanahalli
12224,Haralur Road
12225,Gunjur
12226,Varthur
12227,Mallasandra
12228,Yelahanka
12229,Kanakpura Road
12230,Iblur Village
12231,Bellandur
12232,Basaveshwara Nagar
12233,Amam Enclave Layout
12234,Hennur Road
12235,4th T block Jayanagar
12236,Yelahanka
12237,Ilyas Nagar
12238,Anantapura
12239,Ayappa Nagar
12240,Ashwath Nagar
12241,Classic Paradise Layout
12242,Lakshminarayana Pura
12243,Kalena Agrahara
12244,Nagasandra
12245,Bellandur
12246,Kothanur
12247,CV Raman Nagar
12248,HRBR Layout
12249,Hennur Road
12250,Hennur Road
12251,Bisuvanahalli
12252,Gowdanapalya
12253,Kumaraswami Layout
12254,Uttarahalli
12255,Jayanti Nagar
12256,Doddakammanahalli
12257,Tasker Town
12258,Devanahalli
12259,Electronic City
12260,Banashankari
12261,Hoodi
12262,Vidyaranyapura
12263,Sarjapur  Road
12264,Banashankari Stage V
12265,Bhoganhalli
12266,Horamavu Agara
12267,Singasandra
12268,Sarjapur
12269,1st Block Koramangala
12270,Kothanur
12271,Electronics City Phase 1
12272,Kanakpura Road
12273,Hessarghatta
12274,Nallurhalli
12275,Hoysalanagar
12276,manyata
12277,Badavala Nagar
12278,Whitefield
12279,Lakshminarayana Pura
12280,Whitefield
12281,Kammasandra
12282,Budigere
12283,Kanakpura Road
12284,Whitefield
12285,Nagarbhavi
12286,Subramanyapura
12287,Electronics City Phase 1
12288,Attibele
12289,Kaggadasapura
12290,Whitefield
12291,Hoodi
12292,Bhuvaneswari Nagar
12293,Anandapura
12294,Uttarahalli
12295,Bannerghatta Road
12296,Uttarahalli
12297,Old Madras Road
12298,Budigere
12299,Bannerghatta Road
12300,2nd Phase JP Nagar
12301,RWF West Colony
12302,Banashankari Stage III
12303,Kothanur
12304,Langford Town
12305,Bellandur
12306,Whitefield
12307,Maruthi Sevanagar
12308,Sarjapur  Road
12309,Hessarghatta
12310, Mysore Highway
12311,JP Nagar
12312,Doddathoguru
12313,Chikka Tirupathi
12314,Kammagondahalli
12315,Ulsoor
12316,Uttarahalli
12317,2nd Phase Judicial Layout
12318,Pai Layout
12319,Doddathoguru
12320,Hosa Road
12321,Brookefield
12322,Harlur
12323,KR Puram
12324,Sarjapur  Road
12325,LIC Colony
12326,Glass Factory Layout
12327,Kudlu
12328,Hosa Road
12329,Green Glen Layout
12330,Brookefield
12331,Billekahalli
12332,Seegehalli
12333,Murugeshpalya
12334,Budigere
12335,Gaurava Nagar
12336,Dollars Colony
12337,Thyagaraja Nagar
12338,Electronic City
12339,Nagarbhavi
12340,Whitefield
12341,Ramagondanahalli
12342,Budigere
12343,Sarjapur  Road
12344,Siddapura
12345,Akshayanagara East
12346,Hoodi
12347,Kumbalgodu
12348,Bellandur
12349,Green Glen Layout
12350,Electronic City
12351,Hebbal Kempapura
12352,NRI Layout
12353,Siddapura
12354,Vidyaranyapura
12355,Sarjapur  Road
12356,Raja Rajeshwari Nagar
12357,Begur Road
12358,Mallappa Layout
12359,Kumaraswami Layout
12360,5th Phase JP Nagar
12361,ITPL
12362,Ramamurthy Nagar
12363,Ullal Road
12364,Doddaballapur
12365,Domlur
12366,Dodsworth Layout
12367,Vinayak Nagar
12368,Kaggalipura
12369,Silk Board
12370,Doddakallasandra
12371,Ankappa Layout
12372,Uttarahalli
12373,Kathriguppe
12374,Kalena Agrahara
12375,Thanisandra
12376,Vidyaranyapura
12377,Kodigehaali
12378,Hulimavu
12379,Sompura
12380,Yeshwanthpur
12381,Whitefield
12382,Kanakpura Road
12383,Whitefield
12384,Hormavu
12385,Old Airport Road
12386,Sidedahalli
12387,Vidyaranyapura
12388,Bannerghatta Road
12389,Kothannur
12390,Sarjapur
12391,Versova Layout
12392,Kalena Agrahara
12393,Basavangudi
12394,Garudachar Palya
12395,7th Phase JP Nagar
12396,Electronics City Phase 1
12397,Raja Rajeshwari Nagar
12398,Doopanahalli
12399,Electronic City
12400,Bannerghatta Road
12401,3rd Stage Raja Rajeshwari Nagar
12402,Manayata Tech Park
12403,Kadugodi
12404,Budigere
12405,Yelahanka
12406,Sompura
12407,Billekahalli
12408,Jakkur
12409,Coconut Grove Layout
12410,Neeladri Nagar
12411,Byrasandra
12412,HBR Layout
12413,5th Phase JP Nagar
12414,Hoskote
12415,Yelahanka
12416,Dominic Layout
12417,8th Phase JP Nagar
12418,Padmanabhanagar
12419,BTM Layout
12420,Silver Springs Layout
12421,Bannerghatta Road
12422,Bhoganhalli
12423,Hebbal Kempapura
12424,Kudlu Gate
12425,Gopalkrishna Nagar
12426,Tejaswini Nagar
12427,Whitefield
12428,Chennammana Kere
12429,Electronic City
12430,Horamavu Banaswadi
12431,Parappana Agrahara
12432,Sonnenahalli
12433,Yelahanka
12434,Rajaji Nagar
12435,Banashankari Stage VI
12436,2nd Stage Nagarbhavi
12437,Green Glen Layout
12438,Doddaballapur
12439,Kundalahalli
12440,Bannerghatta Road
12441,Coconut Garden
12442,Whitefield
12443,Dollars Colony
12444,Thanisandra
12445,Thanisandra
12446,NGR Layout
12447,Haralur Road
12448,Uttarahalli
12449,Indira Nagar
12450,Lingadheeranahalli
12451,2nd Stage Nagarbhavi
12452,Jakkur
12453,Sector 2 HSR Layout
12454,Mahadevpura
12455,R.T. Nagar
12456,KAMAKIYA
12457,Kirloskar Layout
12458,Begur
12459,Ramamurthy Nagar
12460,Wheelers Road
12461,Chandapura
12462,Alfa Garden Layout
12463,Uttarahalli
12464,MM Layout
12465,Palace Guttahalli
12466,Chikkalasandra
12467,Sector 6 HSR Layout
12468,Kudlu Gate
12469,Rajiv Gandhi Nagar
12470,Nagashetty Halli
12471,Doddagubbi
12472,Electronic City
12473,Motappa Layout
12474,Devarabeesana Halli
12475,Brookefield
12476,Hebbal
12477,Hebbal
12478,Parappana Agrahara
12479,Sarjapur  Road
12480,Kattigenahalli
12481,Rajaji Nagar
12482,Uttarahalli
12483,Koramangala
12484,Chikkalasandra
12485,Thubarahalli
12486,HBR Layout
12487,Sanjay nagar
12488,Banashankari
12489,Yeshwanthpur
12490,Soundarya Layout
12491,Sarjapur  Road
12492,Electronic City
12493,Lingadheeranahalli
12494,Electronics City Phase 1
12495,Udaya Nagar
12496,Ambedkar Nagar
12497,Chandapura
12498,Vittasandra
12499,Dodda Nekkundi
12500,Uttarahalli
12501,Gollarapalya Hosahalli
12502,Mahalakshmi Layout
12503,Brooke Bond First Cross
12504,Jalahalli East
12505,Mysore Road
12506,Nagawara Junction
12507,Dasappa Layout
12508,Electronic City Phase II
12509,Hosa Road
12510,Whitefield
12511,Green View Layout
12512,CV Raman Nagar
12513,Kanakpura Road
12514,Chennammanakere Achukattu
12515,"beml layout, basaveshwara nagar"
12516,HBR Layout
12517,Konanakunte
12518,Jakkur
12519,2nd Block Hrbr Layout
12520,BTM 2nd Stage
12521,CV Raman Nagar
12522,Kanakpura Road
12523,Lingarajapuram
12524,Hulimavu
12525,Hennur
12526,Yelenahalli
12527,Old Madras Road
12528,Bommanahalli
12529,Lakshminarayana Pura
12530,7th Phase JP Nagar
12531,Ramagondanahalli
12532,Electronic City Phase II
12533,Choodasandra
12534,Hebbal
12535,Rachenahalli
12536,Whitefield
12537,Bank Of Baroda Colony
12538,7th Phase JP Nagar
12539,Frazer Town
12540,Hoodi
12541,Thanisandra
12542,Hennur Road
12543,Jalahalli
12544,Hebbal
12545,Anjanapura
12546,Doddathoguru
12547,BTM 2nd Stage
12548,Sarjapur  Road
12549,Vijinapura
12550,Whitefield
12551,Brookefield
12552,Dodda Nekkundi
12553,3rd Block Hrbr Layout
12554,Budigere
12555,Rajaji Nagar
12556,Budigere
12557,Hegde Nagar
12558,LB Shastri Nagar
12559,HSR Layout
12560,Hosa Road
12561,Begur Road
12562,Sarjapur  Road
12563,Chennappa Layout
12564,1st Block HBR Layout
12565,Kanakpura Road
12566,Bommasandra
12567,Kadugondanahalli
12568,Magadi Road
12569,Kathriguppe
12570,Bommasandra Industrial Area
12571,Dodda Nekkundi
12572,Harlur
12573,Bellandur
12574,Sadhguru Layout
12575,Begur
12576,Sarjapur  Road
12577,Bommasandra
12578,Hennur Road
12579,Chandapura
12580,Hennur
12581,Ramamurthy Nagar
12582,Kanakapura
12583,Hormavu
12584,Chikkalasandra
12585,Mico Layout
12586,Hegde Nagar
12587,Tejaswini Nagar
12588,Nagarbhavi
12589,Richards Town
12590,Sector 7 HSR Layout
12591,Ramamurthy Nagar
12592,Rachenahalli
12593,R.T. Nagar
12594,Ullal Road
12595,Chikbasavanapura
12596,Doddathoguru
12597,"Electronic City Phase 1, "
12598,Sarjapur  Road
12599,"JP Nagar 8th Phase, "
12600,Bannerghatta Road
12601,Bannerghatta
12602,Lake City
12603,Whitefield
12604,Bhagyalakshmi Avenue
12605,Hebbal
12606,Sonnenahalli
12607,Ramagondanahalli
12608,Byagadadhenahalli
12609,Dodda Banaswadi
12610,Chuchangatta Colony
12611,Hanuman Nagar
12612,Sarjapur  Road
12613,Vidyaranyapura
12614,Kumaraswami Layout
12615,Whitefield
12616,Electronic City
12617,Banashankari
12618,Rajaji Nagar
12619,Haralur Road
12620,Vittasandra
12621,Old Airport Road
12622,Hosa Road
12623,Harlur
12624,Whitefield
12625,Kengeri Satellite Town
12626,Kambipura
12627,Yeshwanthpur
12628,Shree Ananth Nagar Layout
12629,Kanakpura Road
12630,Devasthanagalu
12631,Raja Rajeshwari Nagar
12632,Doddagubbi
12633,Dasappa Layout
12634,Gulimangala
12635,Sarjapur  Road
12636,Raja Rajeshwari Nagar
12637,Electronic City Phase II
12638,Koramangala
12639,1st Stage Indira Nagar
12640,Horamavu Agara
12641,Tunganagara
12642,Electronic City
12643,Electronics City Phase 1
12644,4th T block Jayanagar
12645,TC Palaya
12646,Kanakapura
12647,Electronic City
12648,Electronic City
12649,Kogilu
12650,Sarjapur  Road
12651,Kundalahalli
12652,Billamaranahalli
12653,Bellandur
12654,Haralur Road
12655,Kadugodi
12656,Koramangala
12657,Srirampura
12658,Nagarbhavi
12659,Nagasandra
12660,Mysore Road
12661,Jakkur
12662,Hennur Road
12663,Yelahanka
12664,Kodigehaali
12665,Kaggadasapura
12666,Marsur
12667,Hennur
12668,Vajarahalli
12669,Kundalahalli
12670,Hennur Road
12671,Sarjapur  Road
12672,Kumaraswami Layout
12673,Electronic City Phase II
12674,Dasarahalli
12675,Lingadheeranahalli
12676,Kothanur
12677,Seetharampalya
12678,Gubbalala
12679,Bommanahalli
12680,Byadarahalli
12681,Sonnenahalli
12682,Rajiv Nagar
12683,Whitefield
12684,Battarahalli
12685,Siddapura
12686,Jalahalli
12687,Iblur Village
12688,Sarjapur  Road
12689,Kambipura
12690,BTM 2nd Stage
12691,Kengeri Satellite Town KHB Apartment
12692,Margondanahalli
12693,Vittasandra
12694,Hosa Road
12695,7th Phase JP Nagar
12696,Tirumanahalli
12697,Bellandur
12698,Sarjapur
12699,Yelahanka
12700,Kumaraswami Layout
12701,Hegde Nagar
12702,Kanakpura Road
12703,Subhash Nagar
12704,Murugeshpalya
12705,Kanakpura Road
12706,Sarjapur  Road
12707,Haralur Road
12708,Banashankari Stage VI
12709,Begur Road
12710,Sarjapur
12711,Ambedkar Nagar
12712,BTM 2nd Stage
12713,Kothanur
12714,6th Phase JP Nagar
12715,Rajaji Nagar
12716,Thanisandra
12717,Electronic City
12718,Sarjapur  Road
12719,Chandapura
12720,Murugeshpalya
12721,Sunkadakatte
12722,Whitefield
12723,Carmelaram
12724,HAL 2nd Stage
12725,Horamavu Agara
12726,Vasanth nagar
12727,Whitefield
12728,Jogupalya
12729,Jigani
12730,8th Phase JP Nagar
12731,Uttarahalli
12732,Electronic City Phase II
12733,Ambedkar Nagar
12734,Battarahalli
12735,Kalena Agrahara
12736,Varthur
12737,Anekal
12738,Thigalarapalya
12739,Padmanabhanagar
12740,Kuvempu Nagar
12741,Babusapalaya
12742,Vasanth nagar
12743,Nagarbhavi
12744,Brookefield
12745,TC Palaya
12746,Chandapura
12747,Kanakpura Road
12748,Rajaji Nagar
12749,Raja Rajeshwari Nagar
12750,Whitefield
12751,Begur Road
12752,Uday Nagar
12753,OMBR Layout
12754,Gopalkrishna Nagar
12755,Sarjapur  Road
12756,Kudlu Gate
12757,Langford Gardens
12758,Shanti Nagar
12759,Defence Colony
12760,Akshayanagara East
12761,Chikkabanavar
12762,Electronic City Phase II
12763,Whitefield
12764,Sarjapur  Road
12765,Doddanakunte
12766,Electronic City
12767,Yelahanka
12768,Bettahalsoor
12769,Haralur Road
12770,Whitefield
12771,Electronics City Phase 1
12772,Yelahanka
12773,Sarjapur  Road
12774,Thubarahalli
12775,Whitefield
12776,Sarjapura - Attibele Road
12777,Chandapura
12778,Dodda Nekkundi
12779,Kalena Agrahara
12780,Madiwala
12781,Kumaraswami Layout
12782,Hebbal
12783,Hebbal
12784,Rachenahalli
12785,Chandapura
12786,Kattigenahalli
12787,Duddanahalli
12788,Begur Road
12789,"Beml layout, Rajarajeshwari nagar"
12790,Basaveshwara Nagar
12791,Bannerghatta Road
12792,Thanisandra
12793,CV Raman Nagar
12794,Yemlur
12795,Basavangudi
12796,Chikkalasandra
12797,Raja Rajeshwari Nagar
12798,Haralur Road
12799,Hebbal Kempapura
12800,Sector 1 HSR Layout
12801,Sai Gardens
12802,Bikasipura
12803,Green Glen Layout
12804,KR Puram
12805,Bannerghatta Road
12806,Hennur
12807,Hebbal
12808,Judicial Layout
12809,Sarjapur  Road
12810,Banashankari
12811,Choodasandra
12812,Yelahanka
12813,Kathriguppe
12814,Electronic City Phase II
12815,Kodichikkanahalli
12816,Gulakamale
12817,Malleshwaram
12818,TC Palaya
12819,Munnekollal
12820,Koramangala
12821,Mahalakshmi Puram
12822,Kundalahalli
12823,Konanakunte Cross
12824,Rajaji Nagar
12825,Kothanur
